,title,url,co,sal,head,descp
201,"
Business Intel Engineer",/rc/clk?jk=a2e263ee83027240&fccid=fe2d21eef233e94a&vjs=3,new,N.A,"ADCI - Karnataka70,246 reviews","Masters with a focus on Analytics, Optimization, Statistics
5+ year relevant industry experience -
Hands-on experience in predictive modeling and analysis
Strong skills in problem solving, programming and computer science fundamentals

Advertising at Amazon is a fast-growing business that spans across desktop, mobile and connected devices; encompasses ads on Amazon and a vast network of hundreds of thousands of third party publshers; and extends across US, EU and an increasing number of international geographies. The Ad Optimization group in Bangalore has the charter to build data-science focused products and platforms for Amazon Advertising. One of our key focus areas is Traffic Quality where we endeavor to identify non-human and invalid traffic within programmatic ad sources, and weed them out to ensure a high quality advertising marketplace. We do this by building machine learning and optimization algorithms that operate at scale, and leverage nuanced features about user, context, and creative engagement to determine the validity of traffic. The challenge is to stay one step ahead by investing in deep analytics and developing new algorithms that address emergent attack vectors in a structured and scalable fashion. We are committed to building a long-term traffic quality solution that encompasses all Amazon advertising channels and provides state-of-the-art traffic filtering that preserves advertiser trust and saves them hundreds of millions of dollars of wasted spend.

Traffic quality systems process billions of ad-impressions and clicks per day. by leveraging cutting-edge open source technologies like Hadoop, Spark, Redis and Amazon's cloud services like EC2, S3, EMR, DynamoDB and RedShift. We build and deploy complex machine learning and advanced optimization algorithms that operate at scale. We are looking for talented data science analysts who enjoy working on creative algorithms and who thrive in a fast-paced, fun environment. The Data Science Analyst will be responsible for delivering deep data-driven analyses with insights that drive the business. He/she would use a combination of analytics, data visualization and machine learning to identify gaps in current solutions as well as prototype new heuristics/algorithms that close the gaps. The ideal candidate should have strong experience in dive deep analytics and data visualization, thorough knowledge of statistical techniques and a healthy curiosity for machine learning. The candidate should also have good programming and design skills to build analytics reports and conduct investigations on massive unstructured datasets.

Amazon.com offers competitive salary, stock grants, health and other benefits.

Experience with big data - Experience in Computational Advertising"
202,"
Software Engineer",/rc/clk?jk=55605d4836aae5ef&fccid=65b5f2aba4dbd31f&vjs=3,"

GE Healthcare",N.A,"GE Healthcare2,070 reviews","Job Description Summary
In this role you will be responsible for designing and programming a small module or a large component and designing a feature, set of features, or whole feature area. You will work independently and contribute to the immediate team and to other teams across business.

GE Healthcare is a leading global medical technology and digital solutions innovator. Our mission is to improve lives in the moments that matter. Unlock your ambition, turn ideas into world-changing realities, and join an organization where every voice makes a difference, and every difference builds a healthier world.
Job Description
Responsibilities
In this role,
You will define code architecture decisions to support a high-performance and scalable product with a minimal footprint for NLP (natural language Processing) platform team
You will build interactive data from multiple systems and collaborate well with peer team members and architect to design and create advanced, elegant and efficient systems
You will be delivering microservices based architectures and design and address any technical issues.
You will be working with Kubernetes based applications and container workloads.
You will have good understanding of Cloud Native Applications (specifically good experience designing 12-factor apps). Strong experience in API ( Application Programing Interface) design Oracle Application Server, middleware, external vs internal facing, etc.)
You will have Full stack programming skills with expertise in Node JS, JavaScript and RDBMS (relational Database Management System)
Qualification:
ME/MTECH, PhD in Electrical Engineering/Electronics and communication engineering/Computer science/Biomedical engineering with specialization in image processing, signal processing, or inverse problems.
Minimum 3 Years of Experience
Specific areas of expertise desired are: Medical Image analytics, Inverse problems in Imaging, Clinical decisioning, super resolution reconstruction.
Desired Skills
Expertise in at least one of C, C++, Python
Strong foundations in design, analysis, and implementation of algorithms.
Basic understanding of machine learning, computer vision or deep learning is preferred.
Inclusion and Diversity
GE Healthcare is an Equal Opportunity Employer where inclusion matters. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.
Our total rewards are designed to unlock your ambition by giving you the boost and flexibility you need to turn your ideas into world-changing realities. Our salary and benefits are everything you’d expect from an organization with global strength and scale, and you’ll be surrounded by career opportunities in a culture that fosters care, collaboration and support.
#LI-AM3
Additional Information
Relocation Assistance Provided: No"
203,"
C++ Software Developer",/rc/clk?jk=656b9ed65a4bbc5d&fccid=ffc4c94689585496&vjs=3,"

Amadeus",N.A,Amadeus238 reviews,"Summary of the role
As a software development engineer, you’ll be designing, coding, debugging, documenting and maintaining software that empowers the heart of Amadeus travel solutions
You would be working primarily on the backend components along with global teams with complete ownership of your deliveries
Your main responsibilities
Development and maintenance of backend component using C++
Design technical solutions and perform feasibility studies.
Propose viable technical solutions to Product Management and/or users for validation.
Model, design and implement databases as necessary
Develop software according to Amadeus Standards
Conduct unit, package and performance tests of the software and ensure a level of quality in line with the Amadeus guidelines
Participate in the validation / acceptance phase of the product cycle ensuring the fine-tuning necessary to finalise the product.
Produce software documentation necessary for the application and issue it to the requesting departments
Support the end user in the Production phase by debugging existing software solutions in response to Problem Tracking Records (PTR) and Change Requests (CR) issued from Product Management or Product Definition.
About the ideal candidate
Education: University degree in Computer Science or related field, or equivalent work experience
Professional programming experience 1 – 5 Yrs
Hands on development experience in C++ on Unix/Windows platforms
Good English verbal and written communication skills
What we can offer you
An extensive range of benefits including:
Hands on exposure to work on key travel related products on cutting edge technologies like Cloud Computing, Machine Learning etc …
Skill development opportunities
Experience in one of the world’s top 10 IT companies
Are you the one we’re looking for? Apply now!
We are an Equal Opportunity Employer and seek to hire the best candidate regardless of age, beliefs, disability, ethnicity, gender or sexual orientation.
Any duplication and display of partial or full content of our job advertisement on any support, such as brochures, websites, mail, emails, this list is not exhaustive, is strictly forbidden without prior formal Amadeus’ authorization.
Recruitment agencies: Amadeus does not accept agency resumes. Please do not forward resumes to our jobs alias, Amadeus employees or any other company location. Amadeus is not responsible for any fees related to unsolicited resumes."
204,"
NA CSB Business Process Engineer, Advisor",/rc/clk?jk=5d39273cf9ddccc7&fccid=dd09fe3b43125016&vjs=3,new,N.A,"Dell Technologies10,398 reviews","Business Process Engineer, Advisor
The Business Process Engineer is a problem-solver with a strong influential leadership capacity to affect change. This individual will provide “hands-on” process support at various sites and be responsible for promoting best practices supporting improvement projects throughout the company. In order to be successful, this person needs to be a self-directed individual contributor who can communicate well across functional areas
The Business Process Engineer, Advisor role will be aligned with the CSB improvement programs with a significant focus standardizing key processes to reduce waste and improve customer satisfaction. You will build positive relationships, ensuring an outstanding experience for both our customers and our sales teams. Scope will include alignment with key business processes to perform failure analysis, drive corrective and preventative actions, lead Lean-Sigma activities (DMAIC, DMADV projects, Kaizen events) and coach team members.
The Business Process Engineer role should have the proven ability to successfully define business process improvements, needs, and improvement value drivers in their area and across chevron areas through workshop facilitation, interviews, observation work and business modeling techniques.
Extensive experience in all aspects of business process analysis, including strategy, concept development, scope definition, problem discovery, process & value design, and “bridging” the business, technical teams to translate business needs into effective and aligned process, people and technology solutions.
What you’ll achieve
The successful Business Process Engineer lead will be able to effectively collaborate and share collective insight with Executive, Functional, Program, Project, Process Owners and team members, document project deliverables and communicate with individuals at all levels of an organization from the desk level to the leadership and possess a solid understanding of the business motivations to implement change, drive benefits realization and maturity gains.
You will:
Document and improve processes impacting the NA CSB business
Collaborate with our program and project managers
Coordinate communications and share information with our sales force and cross-functional organizations
Take the first step towards your dream career
Every Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role:

Essential Requirements
Bachelor's degree in a relevant field of work or an equivalent combination of education and work related experience.
5-8 years of experience in business process analysis in a large-scale environment, or business unit experience that includes working closely with cross-functional organizational end-to-end processes in the development and implementation of large-scale improvement efforts.
Previous experience in business process re-engineering or business process improvement is required involving broad-based information systems and utilizing tools and techniques to effect business changes
3+ years of experience managing highly complex projects independently that cross multiple business units, divisions or states
Experience in business process design and improvement initiatives including exposure and knowledge of process assessment (current state) and analysis to identify improvement opportunities and defining future state leveraging a variety of process methodology and modeling techniques and BPM tools (e.g. LEAN, Six Sigma, BPMS). Prefer Lean Six Sigma Certification.
Desirable Requirements
Master’s degree
Experience in project management related to process improvement initiatives
Superior analytical and problem solving skills
Strong skills and experience in issue resolution and managing to stringent timelines for project deliverables
Here’s our story; now tell us yours
Dell Technologies helps organizations and individuals build a brighter digital tomorrow. Our company is made up of more than 150,000 people, located in over 180 locations around the world. We’re proud to be a diverse and inclusive team and have an endless passion for our mission to drive human progress.

What’s most important to us is that you are respected, feel like you can be yourself and have the opportunity to do the best work of your life - while still having a life. We offer excellent benefits, bonus programs, flexible work arrangements, a variety of career development opportunities, employee resource groups, and much more.

We started with computers, but we didn’t stop there. We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the data era. Join us and become a part of what’s next in technology, starting today.

You can also learn more about us by reading our latest Diversity and Inclusion Report and our plan to make the world a better place by 2030 here.

Application closing date: 24 May 2021

Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Equal Employment Opportunity Policy here.
Job ID: R093859"
205,"
Computer Aided Engineer (CAE)",/rc/clk?jk=3d8bbeb4b758d43a&fccid=6c6f37e2a6cb4c55&vjs=3,"

Applied Materials Inc.",N.A,Applied Materials Inc.909 reviews,"The Computer Aided Engineering (CAE) Center of Excellence at Applied Materials is seeking an outstanding engineer in the area of plasma, magnetostatics and RF modeling applied to semiconductor processing equipment.
Required Qualifications
PhD in Mechanical/Electrical/Aerospace/Chemical Engineering or related field
Experience with developing or using computational plasma modeling tools (e.g. HPEM, CFD-ACE, VizGlow, Comsol), magnetostatics tools (e.g. Ansys Maxwell), electromagnetics tools (e.g. Ansys HFSS) or particle-in-cell codes.
Strong analytical skills
A technical mindset with great attention to detail
Excellent written and verbal communication skills
Desirable Qualifications
Experience with one or more commercial solvers as applied to industrial problems
Experience with programming (Matlab, Python, C/C++..)
Experience with machine learning, statistics and design of experiments
Responsibilities
Works on complex CAE problems to enable innovative product development
Proactively validates/correlates results with real world data with significant contribution to subsequent model improvement
Engaged in designing architecture of new products and using CAE to develop new product solutions
Within safety guidelines design, perform, collect data, analyze and compile reports on unusually complex engineering experiments and provides solutions which are highly innovative and ingenious.
Qualifications
Education:
Doctorate Degree
Skills
Certifications:
Languages:
Years of Experience:
7 - 10 Years
Work Experience:
Additional Information
Travel:
Yes, 10% of the Time
Relocation Eligible:
Yes
Applied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities."
206,"
Operations Engineer (Problem Management)",/rc/clk?jk=5a68f54b776f85cf&fccid=83cbd453678ade10&vjs=3,"

Micro Focus",N.A,Micro Focus277 reviews,"Job Description:
At Micro Focus, everything we do is based on a simple idea: The fastest way to get results is to build on what you have. Our software solutions enable organizations to do just that. Secure and scalable, with analytics built in, they bridge the gap between existing and emerging IT—fast-tracking digital transformations across DevOps, Hybrid IT, Security, and Predictive Analytics. In the race to innovate, Micro Focus customers have the clear advantage.
Our portfolio spans the following areas: DevOps | IT Operations| Cloud | Security | Info Governance | Big Data, Machine Learning, & Analytics
Working as a Problem Management Engineer on the Digital Safe product suite, you will be expected to master each application, environment, machine type and log - we leave no stone unturned in our investigations.
Strong attention to detail and the mindset of an analyst will guide your approach to problem solving complex, multi-faceted issues using both qualitative and quantitative approaches.
You will lead on root cause investigations into any availability-impacting events (Major Incidents) and drive corrective/preventative actions to their conclusion, documenting your findings and presenting them to your peers.
If you enjoy the freedom to problem-solve and appreciate lightweight processes to help maximise your productivity, this role is for you. We don't micro-manage here.
Working as a Problem Management Engineer on the Digital Safe product suite, you will be expected to master each application, environment, machine type and log - we leave no stone unturned in our investigations.
Strong attention to detail and the mind-set of an analyst will guide your approach to problem solving complex, multi-faceted issues using both qualitative and quantitative approaches.
Responsibilities:
Successfully resolve technical issues (hardware and software) from incoming internal or external businesses and end user's contacts and proactive notification systems.
Respond to service, product, technical, and customer- relations questions on subjects such as features, specifications, and repairs on current and discontinued products, parts, and options, based on customer entitlement (warranty through mission-critical).
Work on investigating the root cause of an outage or any issues that might have caused compliance issue or SLA breach for the customer and prepare the documentation for customer facing RCA is the designed template.
Proactively assist internal or external businesses and end users to avoid or reduce problem occurrence.
Ability to act as a team or project leader providing direction to team activities and facilitates information validation and team decision- making process.
Review and may resolve complex business issues.
Excellent communication skills. Add case resolution to Knowledge Base.
Understand and utilize Information Technology Information Libraries (ITIL).
Knowledge and Skills:
Excellent verbal and written communication skills in language to be supported.
Experience in troubleshooting in a technical environment.
Excellent analytical and problem solving skills.
Software and hardware knowledge of computing, storage and peripheral devices.
Advanced proficiency with case management databases and tools.
Superior customer service skills.
Phone and remote support.
Partners frequently with the Sales Pursuit team.
Ability to solve and document solutions for usage of other technicians and customers.
Ability to mentor new agents.
Ability to lead resolution activities with escalated customers.
Ability to contribute to technical action plans.
Focus on one or more product lines (for example, proactive, reactive, storage, enterprise systems, etc.).
Additional Knowledge and Skills:
Typical skills include:
(Master) in one or more technology areas.
ITIL Expert, Certified Expert, knowledge of ISO20000 or equivalent experience.
(strong+) understanding of related technologies.
(strong) Customer Service or General Project Management.
(strong) Business, Data or Other Analysis.
Understanding of Java, Perl or other programming language is an advantage.
Strong client-facing interpersonal skills. Able to lead Applications Management delivery.
Undertakes the service management activities and minor enhancement involved in the ongoing delivery of Application Management. Provides application lifecycle technical expertise for the support, monitoring, troubleshooting, change and enhancement of packaged or custom applications (e.g. Java, .NET) in accordance with contractual terms and conditions and established technical standards such as CMMI and ISO. Provides technical input, and delivery model solutions/recommendations to Application Management Services deal pursuit. Undertakes the full range of Service Management functions required to ensure service delivery compliance to budget, quality standards and committed service levels on an on-going basis following operational policies and processes that are compliant with industry standards, such as ISO, and best practices such as ITIL. Manages the technical/service relationships: between the company and the customer, between the company and subcontractors/vendors, or among various company internal organizations. Works with the key customers, and/or internal businesses/end user representatives (e.g., Account Executive and the Account Delivery Manager) to retain customers and build the business. The company Application Management employees are supported by Service Desk function when they work directly with application end-users on application incidents. Provides input to and/or manages service improvement programs regarding customer satisfaction and service delivery. Employees using this job family should be working in Applications Management not ITO or hardware support.
Bachelor's degree in Computer Science, IT Service Management, Engineering, Business, or related field or equivalent work experience.
Always able to demonstrate significant understanding of industry-standard concepts. Often holds advanced-level certifications in work field. May have Master's degree in related field.
Significant experience in a related or complementary role.
Knowledge and Skills:
Typical skills include:
(Master) in one or more technology areas.
ITIL Expert, Certified Expert, knowledge of ISO20000 or equivalent experience.
(strong+) understanding of related technologies.
(strong) Customer Service or General Project Management.
(strong) Business, Data or Other Analysis.
Understanding of Java, Perl or other programming language is an advantage.
Strong client-facing interpersonal skills. Able to lead Applications Management delivery.
#LI-VM1
Job:
Services
Micro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status"
207,"
Data Scientist",/rc/clk?jk=49adc7c9b7df11aa&fccid=02704e662543b7da&vjs=3,"
Tomia",N.A,Tomia,"Data Scientist

Bangalore, IN

Responsibilities

We are looking for a capable data scientist to join the Analytics team, reporting locally in India Bangalore. This person’s responsibilities include research, design and development of Machine Learning and Deep Learning algorithms to tackle a variety of Fraud oriented challenges. The data scientist will work closely with software engineers and program managers to deliver end-to-end products, including: data collection in big scale and analysis, exploring different algorithmic approaches, model development, assessment and validation – all the way through production.

Qualifications

At least 3 years of hands-on development of complex Machine Learning models using modern frameworks and tools, ideally Python based.
Solid understanding of statistics and applied mathematics
Experience in any of the below fields
Telecommunication domain or Billing CDRs
Fraud prevention
Creative thinker with a proven ability to tackle open problems and apply non-trivial solutions.
Experience in software development using Python, Java or a similar language.
Any Graduate or M.Sc. in Computer Science, Mathematics or equivalent, preferably in Machine Learning
Ability to write clean and concise code
Quick learner, independent, methodical, and detail oriented.
Team player, positive attitude, collaborative, good communication skills.
Dedicated, makes things happen.
Flexible, capable of making decisions in an ambiguous and changing environment.

Advantages:

Prior experience as a software developer or data engineer – advantage
Experience with Spark – big advantage
Experience with Deep Learning frameworks (PyTorch, TensorFlow, Keras) – advantage
Experience with Hadoop Big data"
208,"
Software Engineer I - C++",/rc/clk?jk=81d72dd1519d3b2d&fccid=3f11836ada2d0e87&vjs=3,"
EagleView",N.A,EagleView,"About EagleView

Mixing technology, data, and first-in-class innovation, EagleView® is not only leading the property data analytics market, but also changing lives along the way. Come join us and make great things happen!

EagleView is a fast-growing technology company driving game changing innovation in multibillion-dollar markets such as property insurance, energy, construction, and government. Leveraging 17 years of the most advanced aerial imaging technology in the world, along with the most recent advances in machine learning and AI, EagleView is fundamentally transforming how our customers do business.

At EagleView, we believe that making our culture engaging and empowering are keys to success.
Job Description

We are looking for a talented Software Engineers to join our agile development team. As an experienced member, you will participate in all aspects of the software development life cycle: scoping, design, coding, testing, implementation and support. You will help in the development of highly available, scalable, secure and flexible solutions for our ecommerce platform. In this role, you must be able to multi-task, quickly adapt to new development environments, learn new systems, create reliable/maintainable code, and find creative and scalable solutions to difficult and complex problems. You take pride and ownership in your work as well as the overall contributions of the team. You must also have the ability to take a system-wide understanding, recognize use of system components and disparate technologies and be able to diagnose and debug components across an entire system. Your ability to communicate clearly and concisely (both written and verbal) is also key as is being a self-starter.

Bachelor's Degree required, preferably in Computer Science or related field
1+ years of software development experience using C++ programming language
Experience working on JavaScript would be an added advantage
Experience using Linear Algebra, 3D Scene model, Cairo - 2D Drawing Framework
Working experience using any of these: POV-RAY, GeoTiff, WGS 84 and Web Mercator

 projection
Experience with cloud technologies AWS SDK and containerization
Experience with PostgreSQL or other Relational Databases
Test-driven development mindset and a focus on quality, scalability and performance
Strong programming fundamentals and ability to produce high quality code
Excellent communication, collaboration, reporting, analytical and problem-solving skills
Solid understanding of Agile (SCRUM) Development Process required"
209,"
Site Reliability Engineer",/rc/clk?jk=0d8d8c3516b249f6&fccid=f057e04c37cca134&vjs=3,"

American Express",N.A,"American Express8,096 reviews","You Lead the Way. We’ve Got Your Back.
At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day.

Focus
Primary focus is to provide technical expertise, education, and tooling to ensure the highest level of reliability and availability for critical applications. Able to provide consultation and strategic recommendations by quickly assessing and remediating complex availability issues. Responsible for driving automation, efficiencies to increase quality, availability and security.

Organizational Context
Technical individual contributor integrated with technology and business partners to ensure efficiencies in increasing quality, availability and security to technical platforms. Works individually and with teams to drive reliability goals and objectives across platforms.

Key Responsibilities
Product Development
Enable creation and updating of logging standards to streamline dashboard creation and ensure usability of logging repository
Drive monitoring requirements to ensure business-service level visibility for all support teams
Participate in architectural decisions to ensure software transaction flows are appropriately supported and designed
Is an IT infrastructure Subject Matter Expert (SME) and works with Development teams to build to standards that drive the highest levels of availability
Provides guidance to software engineers related to design patterns that are resistant to failure
Communicates effectively with Development and Operation teams to align on requirements, driving SDLC requirements, capabilities, and limitations pertinent to delivering highly resilient applications.
Automation
Responsible for evaluating and implementing orchestration, automation, and tooling solutions to ensure consistent processes and repetitive tasks are performed with a higher level of accuracy and reduced defects
Build, implement and advise on recovery tooling to adhere to enterprise standards and/or frameworks
Introduce new and impactful technologies to the production support tool chain that help minimize friction for production releases and support, and to more quickly diagnose and recover from production incidents.
Operational Readiness
Responsible for availability, proactive monitoring / alerting, capacity planning, performance (reducing latency and increasing efficiency) to include testing for technical platforms
Partner with appropriate supporting teams to ensure operational readiness throughout the application lifecycle
Production Support
Ensure application data flows are accurate and up to date with the objective to increase the knowledge base of all support teams and drive reliability.
Facilitates the resolutions of non-application issues (3rd party upstream issues, infrastructure issues, storage, database, network, file transfer etc.)
Scope of Impact/Influence:
Consults with teams to build standards that drive the highest levels of availability
Mentors teams through ongoing development efforts
Partner with development teams to adhere to SDLC standards
Center of Enablement – coach and advise about the SRE function working with varies teams and provide real-life examples when necessary


Minimum Qualifications
Experience:
Bachelor’s Degree in related field preferred; Relevant industry experience can substitute
8+ years of engineering and/or architecture experience in a complex environment, such as: large scale web infrastructure or development team
Experience supporting a 24/7 enterprise environment with on-call responsibilities for production support
Experience in a broad range of software development and operations technologies such as Infrastructure, virtualization, load balancing, containers, JVM’s, web servers, application debugging, queueing technologies, caching technologies, databases (RDBMS and NoSQL), routing and switching, etc.
Experience in high transaction volume OLTP sites or the Financial Services industry is preferred
High-performing Behaviors:
Has an ‘Automation First” mindset – fundamentally will not accept doing things over and over by hand
Combines deep technical expertise, a continuous improvement and automation mindset, and systematic and rational root cause analysis to identify opportunities to make things faster and better
Challenges the status quo, identifies opportunities to adopt innovative technologies to enable business capabilities, generates creative ideas and solutions to difficult problems
A recognized expert and highly sought-after consultant that is knowledgeable regarding current research and technology in the industry and uses that knowledge to continually improve the function
Highly influential at all levels including peers, leaders and key stakeholders, distilling complex ideas and concepts with clear, structured, easy to understand language
Adapts to change quickly and easily and helps others adjust to changes through effective communication
Knows when to escalate decisions and when to make on-the-spot decisions
Knowledge/Skills:
Knowledge of DevOps related practices such as CI/CD, Canary Pushes/ Blue-Green deployments, Software Defined Infrastructure and tools and etc.
Ability to guide and implement the scripting or development of production support tooling that can be leveraged by your team and others.
Understanding of multi-tier application architectures and related development technologies in support of service virtualization and API implementation/support
Ability to write and build code and/or interpret and understand code
Experience with helping drive story/non-functional/functional test planning
Ability to create and update operating procedures on an ongoing basis
Ability to assess logging and understanding value
Knowledge and understanding of the SDLC principles and key controls
Understand problem and incident management processes
Ability to ensure appropriate database technology is recommended based on application of knowledge and the given software needs
Working knowledge of operations to include certificate management, firewall rules, websites, XaaS, load balancer configuration, website virtualizations (VM’s and containers), etc.
Knowledge of financial industry standards and business practices
Large scale application support experience
Deep understanding of *nix technologies, e.g. AIX, RedHat and CentOS
Exposure to web frameworks
Knowledge of configuration management, release automation, and orchestration technologies
Experience working with enterprise applications to include queueing or shared services technologies
Understanding monitoring technologies, focused on logging, time-series or machine-learning products from a product owners’ perspective
Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.
American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law.

ReqID: 20006986
Schedule (Full-Time/Part-Time): Full-time
Date Posted: May 18, 2021, 12:52:34 PMAmerican Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law."
210,"
Compiler Development Engineer - GPU",/rc/clk?jk=91a9a011dae1a4c3&fccid=4b841d912d46e4fd&vjs=3,"

Luxoft",N.A,Luxoft225 reviews,"Project Description:
If you are a Compiler Engineer/Lead with a passion to work on leading edge Languages implementation and compilation for GPU, this is for you. The successful candidate will work on OpenMP offloading and general llvm compiler enhancements
In addition to HPC apps, these compilers are used in the development of Machine Learning frameworks and Libraries.
The successful candidate will have a phenomenal opportunity to work closely with a world class team on site the client location.

Responsibilities:

Propose design, defend and implement the compiler features, work on OpenMP offloading and general LLVM compiler enhancements
Review code changes and design proposals from team members
Work with opensource communities delivering patches and reviewing the solutions from the community and upstreaming as required.
Contribute to the technical content of the compiler documentation/manuals.
Develop a close working relationship with Compiler QA, Compiler Support and other compiler teams.

Skills Required:
"
211,"
Software Development Engineer",/rc/clk?jk=855958c877b304cd&fccid=fe2d21eef233e94a&vjs=3,new,N.A,"Amazon Pay(India) Private Lmtd70,246 reviews","
2+ years of non-internship professional software development experience
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
0-3+ years of relevant experience in product management for consumer devices.
Undergraduate CS, Engineering, Science, or Math degree or MBA.
Experience managing products through entire life cycle – from inception to launch.
Demonstrated ability to understand and discuss technical concepts.

Want to be a part of start-up environment within Amazon to design and build a new Fintech Payments product right from the scratch?

Want to enable hundreds of millions of Amazon customers to shop on Amazon using next generation credit products?

Want to be a part of the team that will enable you to deliver products handling highly sensitive customer data, at high traffic and minimum latency while handling cross-region calls if required?

Want to be a part of the team that will enable you to learn latest technologies and skills relevant in the software development industry?

Amazon India Emerging Payments team is looking for software developers who are passionate to design and build the next generation Payments product from the ground up. Once built this highly reliable and scalable product will provide a new payment gateway to hundreds of millions of Amazon India customers.

The team will require learning and using latest AWS technologies including: AWS Dacia, AWS Kinesis, Lambda, SNS, SQS, Server side encryption on DynamoDB using client managed keys, API Gateways, AWS VPC, AWS NLB, Cloud trail, Elastic search, etc.

Additionally the team also provide opportunities to learn and work on Machine learning, interacting and influencing Amazon third party partners like Banks (SBI, HDFC, etc), and NBFCs like CapitalFloat, Bajaj Finance, etc.

The platform will be designed to support other emerging economies having similar requirements and the role provides a huge opportunity for the developers to build a strong portfolio of patents for Amazon.

Developers in the team need to have a strong understanding of computer fundamentals and preferably experience in building large scale distributed systems.

Experience with web-based applications and/or web services-based applications, especially at massive scale, would also be helpful.


Insatiable will to learn and get stuff done.
Effective written, verbal, and presentation skills
History of teamwork and willingness to roll up one’s sleeves to get the job done.

"
212,"
Principal Machine Learning Engineer",/rc/clk?jk=0bc23a46ca5a40cf&fccid=d0c87139c9715a9c&vjs=3,"
CareerXperts Consulting",N.A,CareerXperts Consulting,"Build a Product Information Marketplace with information about every product in the world!
You would provide technical thought leadership on hard, business impacting problems. Reporting directly into the VP of engineering, this role involves shaping the engineering/ architecture vision the standpoint of delivering data science solutions. As a subject matter expert, the incumbent is also responsible for mentoring data scientists and Software Engineers in the team.

Experience Startup / Product Development / Machine Learning with more than 7 years of experience.
Qualification What We re Looking For
Mathematical maturity to critically analyze academic literature from venues such as KDD, ICDM, SDM, ICML and NIP
Ability to propose hypothesis and design experiments in the context of specific problems.
Should come from a strong engineering background. You should be able to Code! Data tech stack such as Hadoop, MapReduce, HDFS, Spark, Scalding, Scala/ Python/ C
A scientific temperament that seeks to rigorously validate hypothesis/ ideas.
Ability and preference to work in a group rather than individually.
Good at explaining/ communicating complex ideas/ concepts both verbal and written.
Dedication and diligence in understanding the application domain, collecting/ cleaning data and conducting experiments.
Creativity in model and algorithm development.
An obsession to develop algorithms/ models that directly impact business.
Master s/ Phd. in Computer Science/ Statistics is a plus.
Responsibilities Job Expectations
Understand business needs and formulate formal problem definitions (with corresponding metrics).
Collect relevant data from production systems/ Use crawling and parsing infrastructure to put together data sets.
Survey academic literature and identify potential approaches for exploration.
Craft, conduct and analyze experiments to evaluate models/ algorithms.
Communicate findings and take algorithms/ models to production.This is a High Impact role and you will work with Awesome Folks!

7.00-11.00 Years"
